(4:person0).id;;(4:person0).primaryName;;(4:person0).birthYear;;(4:person0).deathYear;;(4:person0).primaryProfession;;(3:principal0).id;;(3:principal0).category;;(3:principal0).job;;(3:principal0).characters
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;209426;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;220526;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;226765;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;227254;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;238181;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;262809;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;268162;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;270418;;actor
12363;;Jean Darnell;;1889;;1961;;actress;;12763;;actress
123632;;Demetrius Alexis;;1899;;1973;;actor;;129827;;actor
123884;;Alexander Gray;;1891;;1976;;actor,soundtrack;;128702;;actor
123884;;Alexander Gray;;1891;;1976;;actor,soundtrack;;129853;;actor
123884;;Alexander Gray;;1891;;1976;;actor,soundtrack;;130504;;actor
123884;;Alexander Gray;;1891;;1976;;actor,soundtrack;;135037;;actor
12402;;Estelle Allen;;1892;;1970;;actress;;35615;;actress
12402;;Estelle Allen;;1892;;1970;;actress;;40438;;actress
124038;;Paul Muni;;1895;;1967;;actor,soundtrack;;126717;;actor
124038;;Paul Muni;;1895;;1967;;actor,soundtrack;;149785;;actor
124038;;Paul Muni;;1895;;1967;;actor,soundtrack;;152679;;actor
124038;;Paul Muni;;1895;;1967;;actor,soundtrack;;157870;;actor
124038;;Paul Muni;;1895;;1967;;actor,soundtrack;;158825;;actor
124038;;Paul Muni;;1895;;1967;;actor,soundtrack;;162185;;actor
124038;;Paul Muni;;1895;;1967;;actor,soundtrack;;193557;;actor
124038;;Paul Muni;;1895;;1967;;actor,soundtrack;;196355;;actor
124038;;Paul Muni;;1895;;1967;;actor,soundtrack;;227292;;actor
124038;;Paul Muni;;1895;;1967;;actor,soundtrack;;228446;;actor
124038;;Paul Muni;;1895;;1967;;actor,soundtrack;;262921;;actor
124477;;Sybil Grove;;1891;;N;;actress;;137546;;actress
124477;;Sybil Grove;;1891;;N;;actress;;171392;;actress
124477;;Sybil Grove;;1891;;N;;actress;;183710;;actress
124477;;Sybil Grove;;1891;;N;;actress;;186707;;actress
12458;;Blanche Derval;;1885;;1973;;actress;;18868;;actress
12490;;Goldie Colwell;;1889;;1982;;actress;;14281;;actress
12490;;Goldie Colwell;;1889;;1982;;actress;;22307;;actress
12490;;Goldie Colwell;;1889;;1982;;actress;;22595;;actress
12490;;Goldie Colwell;;1889;;1982;;actress;;22704;;actress
12490;;Goldie Colwell;;1889;;1982;;actress;;23899;;actress
12490;;Goldie Colwell;;1889;;1982;;actress;;32166;;actress
12490;;Goldie Colwell;;1889;;1982;;actress;;32781;;actress
125002;;Carl Hagman;;1890;;1949;;actor,soundtrack;;126976;;actor
125002;;Carl Hagman;;1890;;1949;;actor,soundtrack;;212467;;actor
12513;;Al St. John;;1893;;1963;;actor,director,writer;;12710;;actor
12513;;Al St. John;;1893;;1963;;actor,director,writer;;12711;;actor
12513;;Al St. John;;1893;;1963;;actor,director,writer;;137481;;actor
12513;;Al St. John;;1893;;1963;;actor,director,writer;;141560;;actor
12513;;Al St. John;;1893;;1963;;actor,director,writer;;15067;;actor
12513;;Al St. John;;1893;;1963;;actor,director,writer;;160761;;actor
